emoji,unicode,aliases_all
👮🏾,👮🏾,"polisi, warna, kulit, gelap-sedang, penegak, hukum"
👮🏿,👮🏿,"polisi, warna, kulit, gelap, penegak, hukum"
👮🏻‍♂️,👮🏻‍♂️,"polisi, pria, warna, kulit, cerah, laki-laki, penegak, hukum"
👮🏼‍♂️,👮🏼‍♂️,"polisi, pria, warna, kulit, cerah-sedang, laki-laki, penegak, hukum"
👮🏽‍♂️,👮🏽‍♂️,"polisi, pria, warna, kulit, sedang, laki-laki, penegak, hukum"
👮🏾‍♂️,👮🏾‍♂️,"polisi, pria, warna, kulit, gelap-sedang, laki-laki, penegak, hukum"
👮🏿‍♂️,👮🏿‍♂️,"polisi, pria, warna, kulit, gelap, laki-laki, penegak, hukum"
👮🏻‍♀️,👮🏻‍♀️,"polisi, wanita, warna, kulit, cerah, penegak, hukum, perempuan"
👮🏼‍♀️,👮🏼‍♀️,"polisi, wanita, warna, kulit, cerah-sedang, penegak, hukum, perempuan"
👮🏽‍♀️,👮🏽‍♀️,"polisi, wanita, warna, kulit, sedang, penegak, hukum, perempuan"
👮🏾‍♀️,👮🏾‍♀️,"polisi, wanita, warna, kulit, gelap-sedang, penegak, hukum, perempuan"
👮🏿‍♀️,👮🏿‍♀️,"polisi, wanita, warna, kulit, gelap, penegak, hukum, perempuan"
🕵🏻,🕵🏻,"detektif, warna, kulit, cerah, mata-mata"
🕵🏼,🕵🏼,"detektif, warna, kulit, cerah-sedang, mata-mata"
🕵🏽,🕵🏽,"detektif, warna, kulit, sedang, mata-mata"
🕵🏾,🕵🏾,"detektif, warna, kulit, gelap-sedang, mata-mata"
🕵🏿,🕵🏿,"detektif, warna, kulit, gelap, mata-mata"
🕵🏻‍♂️,🕵🏻‍♂️,"detektif, pria, warna, kulit, cerah, laki-laki, penyelidikan, rahasia"
🕵🏼‍♂️,🕵🏼‍♂️,"detektif, pria, warna, kulit, cerah-sedang, laki-laki, penyelidikan, rahasia"
🕵🏽‍♂️,🕵🏽‍♂️,"detektif, pria, warna, kulit, sedang, laki-laki, penyelidikan, rahasia"
🕵🏾‍♂️,🕵🏾‍♂️,"detektif, pria, warna, kulit, gelap-sedang, laki-laki, penyelidikan, rahasia"
🕵🏿‍♂️,🕵🏿‍♂️,"detektif, pria, warna, kulit, gelap, laki-laki, penyelidikan, rahasia"
🕵🏻‍♀️,🕵🏻‍♀️,"detektif, wanita, warna, kulit, cerah, penyelidikan, perempuan, rahasia"
🕵🏼‍♀️,🕵🏼‍♀️,"detektif, wanita, warna, kulit, cerah-sedang, penyelidikan, perempuan, rahasia"
🕵🏽‍♀️,🕵🏽‍♀️,"detektif, wanita, warna, kulit, sedang, penyelidikan, perempuan, rahasia"
🕵🏾‍♀️,🕵🏾‍♀️,"detektif, wanita, warna, kulit, gelap-sedang, penyelidikan, perempuan, rahasia"
🕵🏿‍♀️,🕵🏿‍♀️,"detektif, wanita, warna, kulit, gelap, penyelidikan, perempuan, rahasia"
💂🏻,💂🏻,"penjaga, warna, kulit, cerah, pengawal"
💂🏼,💂🏼,"penjaga, warna, kulit, cerah-sedang, pengawal"
💂🏽,💂🏽,"penjaga, warna, kulit, sedang, pengawal"
💂🏾,💂🏾,"penjaga, warna, kulit, gelap-sedang, pengawal"
💂🏿,💂🏿,"penjaga, warna, kulit, gelap, pengawal"
💂🏻‍♂️,💂🏻‍♂️,"penjaga, pria, warna, kulit, cerah, keamanan, laki-laki"
💂🏼‍♂️,💂🏼‍♂️,"penjaga, pria, warna, kulit, cerah-sedang, keamanan, laki-laki"
💂🏽‍♂️,💂🏽‍♂️,"penjaga, pria, warna, kulit, sedang, keamanan, laki-laki"
💂🏾‍♂️,💂🏾‍♂️,"penjaga, pria, warna, kulit, gelap-sedang, keamanan, laki-laki"
💂🏿‍♂️,💂🏿‍♂️,"penjaga, pria, warna, kulit, gelap, keamanan, laki-laki"
💂🏻‍♀️,💂🏻‍♀️,"penjaga, wanita, warna, kulit, cerah, keamanan, perempuan"
💂🏼‍♀️,💂🏼‍♀️,"penjaga, wanita, warna, kulit, cerah-sedang, keamanan, perempuan"
💂🏽‍♀️,💂🏽‍♀️,"penjaga, wanita, warna, kulit, sedang, keamanan, perempuan"
💂🏾‍♀️,💂🏾‍♀️,"penjaga, wanita, warna, kulit, gelap-sedang, keamanan, perempuan"
💂🏿‍♀️,💂🏿‍♀️,"penjaga, wanita, warna, kulit, gelap, keamanan, perempuan"
🥷🏻,🥷🏻,"ninja, warna, kulit, cerah, petarung, sembunyi-sembunyi, tersembunyi"
🥷🏼,🥷🏼,"ninja, warna, kulit, cerah-sedang, petarung, sembunyi-sembunyi, tersembunyi"
🥷🏽,🥷🏽,"ninja, warna, kulit, sedang, petarung, sembunyi-sembunyi, tersembunyi"
🥷🏾,🥷🏾,"ninja, warna, kulit, gelap-sedang, petarung, sembunyi-sembunyi, tersembunyi"
🥷🏿,🥷🏿,"ninja, warna, kulit, gelap, petarung, sembunyi-sembunyi, tersembunyi"
👷🏻,👷🏻,"pekerja, konstruksi, warna, kulit, cerah, kontraktor, topi"
👷🏼,👷🏼,"pekerja, konstruksi, warna, kulit, cerah-sedang, kontraktor, topi"
👷🏽,👷🏽,"pekerja, konstruksi, warna, kulit, sedang, kontraktor, topi"
👷🏾,👷🏾,"pekerja, konstruksi, warna, kulit, gelap-sedang, kontraktor, topi"
👷🏿,👷🏿,"pekerja, konstruksi, warna, kulit, gelap, kontraktor, topi"
👷🏻‍♂️,👷🏻‍♂️,"pekerja, konstruksi, pria, warna, kulit, cerah, kontraktor, laki-laki"
👷🏼‍♂️,👷🏼‍♂️,"pekerja, konstruksi, pria, warna, kulit, cerah-sedang, kontraktor, laki-laki"
👷🏽‍♂️,👷🏽‍♂️,"pekerja, konstruksi, pria, warna, kulit, sedang, kontraktor, laki-laki"
👷🏾‍♂️,👷🏾‍♂️,"pekerja, konstruksi, pria, warna, kulit, gelap-sedang, kontraktor, laki-laki"
👷🏿‍♂️,👷🏿‍♂️,"pekerja, konstruksi, pria, warna, kulit, gelap, kontraktor, laki-laki"
👷🏻‍♀️,👷🏻‍♀️,"pekerja, konstruksi, wanita, warna, kulit, cerah, kontraktor"
👷🏼‍♀️,👷🏼‍♀️,"pekerja, konstruksi, wanita, warna, kulit, cerah-sedang, kontraktor"
👷🏽‍♀️,👷🏽‍♀️,"pekerja, konstruksi, wanita, warna, kulit, sedang, kontraktor"
👷🏾‍♀️,👷🏾‍♀️,"pekerja, konstruksi, wanita, warna, kulit, gelap-sedang, kontraktor"
👷🏿‍♀️,👷🏿‍♀️,"pekerja, konstruksi, wanita, warna, kulit, gelap, kontraktor"
🤴🏻,🤴🏻,pangeran_warna_kulit_cerah
🤴🏼,🤴🏼,pangeran_warna_kulit_cerah-sedang
🤴🏽,🤴🏽,pangeran_warna_kulit_sedang
🤴🏾,🤴🏾,pangeran_warna_kulit_gelap-sedang
🤴🏿,🤴🏿,pangeran_warna_kulit_gelap
👸🏻,👸🏻,"putri, warna, kulit, cerah, dongeng, fantasi, puteri"
👸🏼,👸🏼,"putri, warna, kulit, cerah-sedang, dongeng, fantasi, puteri"
👸🏽,👸🏽,"putri, warna, kulit, sedang, dongeng, fantasi, puteri"
👸🏾,👸🏾,"putri, warna, kulit, gelap-sedang, dongeng, fantasi, puteri"
👸🏿,👸🏿,"putri, warna, kulit, gelap, dongeng, fantasi, puteri"
👳🏻,👳🏻,"orang, mengenakan, serban, warna, kulit, cerah, laki-laki, pria, surban"
👳🏼,👳🏼,"orang, mengenakan, serban, warna, kulit, cerah-sedang, laki-laki, pria, surban"
👳🏽,👳🏽,"orang, mengenakan, serban, warna, kulit, sedang, laki-laki, pria, surban"
👳🏾,👳🏾,"orang, mengenakan, serban, warna, kulit, gelap-sedang, laki-laki, pria, surban"
👳🏿,👳🏿,"orang, mengenakan, serban, warna, kulit, gelap, laki-laki, pria, surban"
👳🏻‍♂️,👳🏻‍♂️,"pria, mengenakan, serban, warna, kulit, cerah, laki-laki"
👳🏼‍♂️,👳🏼‍♂️,"pria, mengenakan, serban, warna, kulit, cerah-sedang, laki-laki"
👳🏽‍♂️,👳🏽‍♂️,"pria, mengenakan, serban, warna, kulit, sedang, laki-laki"
👳🏾‍♂️,👳🏾‍♂️,"pria, mengenakan, serban, warna, kulit, gelap-sedang, laki-laki"
👳🏿‍♂️,👳🏿‍♂️,"pria, mengenakan, serban, warna, kulit, gelap, laki-laki"
👳🏻‍♀️,👳🏻‍♀️,"wanita, mengenakan, serban, warna, kulit, cerah, perempuan"
👳🏼‍♀️,👳🏼‍♀️,"wanita, mengenakan, serban, warna, kulit, cerah-sedang, perempuan"
👳🏽‍♀️,👳🏽‍♀️,"wanita, mengenakan, serban, warna, kulit, sedang, perempuan"
👳🏾‍♀️,👳🏾‍♀️,"wanita, mengenakan, serban, warna, kulit, gelap-sedang, perempuan"
👳🏿‍♀️,👳🏿‍♀️,"wanita, mengenakan, serban, warna, kulit, gelap, perempuan"
👲🏻,👲🏻,"orang, dengan, topi, tionghoa, warna, kulit, cerah, gua, pi, mao, pria"
👲🏼,👲🏼,"orang, dengan, topi, tionghoa, warna, kulit, cerah-sedang, gua, pi, mao, pria"
👲🏽,👲🏽,"orang, dengan, topi, tionghoa, warna, kulit, sedang, gua, pi, mao, pria"
👲🏾,👲🏾,"orang, dengan, topi, tionghoa, warna, kulit, gelap-sedang, gua, pi, mao, pria"
👲🏿,👲🏿,"orang, dengan, topi, tionghoa, warna, kulit, gelap, gua, pi, mao, pria"
🧕🏻,🧕🏻,"wanita, dengan, kerudung, warna, kulit, cerah, hijab, mantilla, tichel"
🧕🏼,🧕🏼,"wanita, dengan, kerudung, warna, kulit, cerah-sedang, hijab, mantilla, tichel"
🧕🏽,🧕🏽,"wanita, dengan, kerudung, warna, kulit, sedang, hijab, mantilla, tichel"
🧕🏾,🧕🏾,"wanita, dengan, kerudung, warna, kulit, gelap-sedang, hijab, mantilla, tichel"
🧕🏿,🧕🏿,"wanita, dengan, kerudung, warna, kulit, gelap, hijab, mantilla, tichel"
🤵🏻,🤵🏻,"orang, bertuksedo, warna, kulit, cerah, mempelai, pria, tuksedo"
🤵🏼,🤵🏼,"orang, bertuksedo, warna, kulit, cerah-sedang, mempelai, pria, tuksedo"
🤵🏽,🤵🏽,"orang, bertuksedo, warna, kulit, sedang, mempelai, pria, tuksedo"
🤵🏾,🤵🏾,"orang, bertuksedo, warna, kulit, gelap-sedang, mempelai, pria, tuksedo"
🤵🏿,🤵🏿,"orang, bertuksedo, warna, kulit, gelap, mempelai, pria, tuksedo"
🤵🏻‍♂️,🤵🏻‍♂️,"pria, dewasa, bertuksedo, warna, kulit, cerah, tuksedo, tuxedo"
🤵🏼‍♂️,🤵🏼‍♂️,"pria, dewasa, bertuksedo, warna, kulit, cerah-sedang, tuksedo, tuxedo"
🤵🏽‍♂️,🤵🏽‍♂️,"pria, dewasa, bertuksedo, warna, kulit, sedang, tuksedo, tuxedo"
🤵🏾‍♂️,🤵🏾‍♂️,"pria, dewasa, bertuksedo, warna, kulit, gelap-sedang, tuksedo, tuxedo"
🤵🏿‍♂️,🤵🏿‍♂️,"pria, dewasa, bertuksedo, warna, kulit, gelap, tuksedo, tuxedo"
🤵🏻‍♀️,🤵🏻‍♀️,"wanita, bertuksedo, warna, kulit, cerah, tuksedo"
🤵🏼‍♀️,🤵🏼‍♀️,"wanita, bertuksedo, warna, kulit, cerah-sedang, tuksedo"
🤵🏽‍♀️,🤵🏽‍♀️,"wanita, bertuksedo, warna, kulit, sedang, tuksedo"
🤵🏾‍♀️,🤵🏾‍♀️,"wanita, bertuksedo, warna, kulit, gelap-sedang, tuksedo"
🤵🏿‍♀️,🤵🏿‍♀️,"wanita, bertuksedo, warna, kulit, gelap, tuksedo"
👰🏻,👰🏻,"orang, berpenutup, kepala, warna, kulit, cerah, cadar, mempelai, wanita, nikah, pengantin"
👰🏼,👰🏼,"orang, berpenutup, kepala, warna, kulit, cerah-sedang, cadar, mempelai, wanita, nikah, pengantin"
👰🏽,👰🏽,"orang, berpenutup, kepala, warna, kulit, sedang, cadar, mempelai, wanita, nikah, pengantin"
👰🏾,👰🏾,"orang, berpenutup, kepala, warna, kulit, gelap-sedang, cadar, mempelai, wanita, nikah, pengantin"
👰🏿,👰🏿,"orang, berpenutup, kepala, warna, kulit, gelap, cadar, mempelai, wanita, nikah, pengantin"
👰🏻‍♂️,👰🏻‍♂️,"pria, berpenutup, kepala, warna, kulit, cerah, penutup"
👰🏼‍♂️,👰🏼‍♂️,"pria, berpenutup, kepala, warna, kulit, cerah-sedang, penutup"
👰🏽‍♂️,👰🏽‍♂️,"pria, berpenutup, kepala, warna, kulit, sedang, penutup"
👰🏾‍♂️,👰🏾‍♂️,"pria, berpenutup, kepala, warna, kulit, gelap-sedang, penutup"
👰🏿‍♂️,👰🏿‍♂️,"pria, berpenutup, kepala, warna, kulit, gelap, penutup"
👰🏻‍♀️,👰🏻‍♀️,"wanita, berpenutup, kepala, warna, kulit, cerah, penutup"
👰🏼‍♀️,👰🏼‍♀️,"wanita, berpenutup, kepala, warna, kulit, cerah-sedang, penutup"
👰🏽‍♀️,👰🏽‍♀️,"wanita, berpenutup, kepala, warna, kulit, sedang, penutup"
👰🏾‍♀️,👰🏾‍♀️,"wanita, berpenutup, kepala, warna, kulit, gelap-sedang, penutup"
👰🏿‍♀️,👰🏿‍♀️,"wanita, berpenutup, kepala, warna, kulit, gelap, penutup"
🤰🏻,🤰🏻,"wanita, hamil, warna, kulit, cerah, ibu, perempuan"
🤰🏼,🤰🏼,"wanita, hamil, warna, kulit, cerah-sedang, ibu, perempuan"
🤰🏽,🤰🏽,"wanita, hamil, warna, kulit, sedang, ibu, perempuan"
🤰🏾,🤰🏾,"wanita, hamil, warna, kulit, gelap-sedang, ibu, perempuan"
🤰🏿,🤰🏿,"wanita, hamil, warna, kulit, gelap, ibu, perempuan"
🤱🏻,🤱🏻,"menyusui, warna, kulit, cerah, bayi, payudara"
🤱🏼,🤱🏼,"menyusui, warna, kulit, cerah-sedang, bayi, payudara"
🤱🏽,🤱🏽,"menyusui, warna, kulit, sedang, bayi, payudara"
🤱🏾,🤱🏾,"menyusui, warna, kulit, gelap-sedang, bayi, payudara"
🤱🏿,🤱🏿,"menyusui, warna, kulit, gelap, bayi, payudara"
👩🏻‍🍼,👩🏻‍🍼,"wanita, menyusui, bayi, warna, kulit, cerah, mengasuh"
👩🏼‍🍼,👩🏼‍🍼,"wanita, menyusui, bayi, warna, kulit, cerah-sedang, mengasuh"
👩🏽‍🍼,👩🏽‍🍼,"wanita, menyusui, bayi, warna, kulit, sedang, mengasuh"
👩🏾‍🍼,👩🏾‍🍼,"wanita, menyusui, bayi, warna, kulit, gelap-sedang, mengasuh"
👩🏿‍🍼,👩🏿‍🍼,"wanita, menyusui, bayi, warna, kulit, gelap, mengasuh"
👨🏻‍🍼,👨🏻‍🍼,"pria, menyusui, bayi, warna, kulit, cerah, mengasuh"
👨🏼‍🍼,👨🏼‍🍼,"pria, menyusui, bayi, warna, kulit, cerah-sedang, mengasuh"
👨🏽‍🍼,👨🏽‍🍼,"pria, menyusui, bayi, warna, kulit, sedang, mengasuh"
👨🏾‍🍼,👨🏾‍🍼,"pria, menyusui, bayi, warna, kulit, gelap-sedang, mengasuh"
👨🏿‍🍼,👨🏿‍🍼,"pria, menyusui, bayi, warna, kulit, gelap, mengasuh"
🧑🏻‍🍼,🧑🏻‍🍼,"orang, menyusui, bayi, warna, kulit, cerah, mengasuh"
🧑🏼‍🍼,🧑🏼‍🍼,"orang, menyusui, bayi, warna, kulit, cerah-sedang, mengasuh"
🧑🏽‍🍼,🧑🏽‍🍼,"orang, menyusui, bayi, warna, kulit, sedang, mengasuh"
🧑🏾‍🍼,🧑🏾‍🍼,"orang, menyusui, bayi, warna, kulit, gelap-sedang, mengasuh"
🧑🏿‍🍼,🧑🏿‍🍼,"orang, menyusui, bayi, warna, kulit, gelap, mengasuh"
👼🏻,👼🏻,"malaikat, bayi, warna, kulit, cerah, dongeng, fantasi, muka, wajah"
👼🏼,👼🏼,"malaikat, bayi, warna, kulit, cerah-sedang, dongeng, fantasi, muka, wajah"
👼🏽,👼🏽,"malaikat, bayi, warna, kulit, sedang, dongeng, fantasi, muka, wajah"
👼🏾,👼🏾,"malaikat, bayi, warna, kulit, gelap-sedang, dongeng, fantasi, muka, wajah"
👼🏿,👼🏿,"malaikat, bayi, warna, kulit, gelap, dongeng, fantasi, muka, wajah"
🎅🏻,🎅🏻,"sinterklas, warna, kulit, cerah, dongeng, fantasi, natal, perayaan, santa"
🎅🏼,🎅🏼,"sinterklas, warna, kulit, cerah-sedang, dongeng, fantasi, natal, perayaan, santa"
🎅🏽,🎅🏽,"sinterklas, warna, kulit, sedang, dongeng, fantasi, natal, perayaan, santa"
🎅🏾,🎅🏾,"sinterklas, warna, kulit, gelap-sedang, dongeng, fantasi, natal, perayaan, santa"
🎅🏿,🎅🏿,"sinterklas, warna, kulit, gelap, dongeng, fantasi, natal, perayaan, santa"
🤶🏻,🤶🏻,"nyonya, sinterklas, warna, kulit, cerah, ibu, nenek, oma"
🤶🏼,🤶🏼,"nyonya, sinterklas, warna, kulit, cerah-sedang, ibu, nenek, oma"
🤶🏽,🤶🏽,"nyonya, sinterklas, warna, kulit, sedang, ibu, nenek, oma"
🤶🏾,🤶🏾,"nyonya, sinterklas, warna, kulit, gelap-sedang, ibu, nenek, oma"
🤶🏿,🤶🏿,"nyonya, sinterklas, warna, kulit, gelap, ibu, nenek, oma"
🧑🏻‍🎄,🧑🏻‍🎄,"manusia, sinterklas, warna, kulit, cerah, natal"
🧑🏼‍🎄,🧑🏼‍🎄,"manusia, sinterklas, warna, kulit, cerah-sedang, natal"
🧑🏽‍🎄,🧑🏽‍🎄,"manusia, sinterklas, warna, kulit, sedang, natal"
🧑🏾‍🎄,🧑🏾‍🎄,"manusia, sinterklas, warna, kulit, gelap-sedang, natal"
🧑🏿‍🎄,🧑🏿‍🎄,"manusia, sinterklas, warna, kulit, gelap, natal"
🦸🏻,🦸🏻,"pahlawan, super, warna, kulit, cerah, baik, kekuatan, wanita"
🦸🏼,🦸🏼,"pahlawan, super, warna, kulit, cerah-sedang, baik, kekuatan, wanita"
🦸🏽,🦸🏽,"pahlawan, super, warna, kulit, sedang, baik, kekuatan, wanita"
🦸🏾,🦸🏾,"pahlawan, super, warna, kulit, gelap-sedang, baik, kekuatan, wanita"
🦸🏿,🦸🏿,"pahlawan, super, warna, kulit, gelap, baik, kekuatan, wanita"
🦸🏻‍♂️,🦸🏻‍♂️,"pahlawan, super, pria, warna, kulit, cerah, baik, kekuatan"
🦸🏼‍♂️,🦸🏼‍♂️,"pahlawan, super, pria, warna, kulit, cerah-sedang, baik, kekuatan"
🦸🏽‍♂️,🦸🏽‍♂️,"pahlawan, super, pria, warna, kulit, sedang, baik, kekuatan"
🦸🏾‍♂️,🦸🏾‍♂️,"pahlawan, super, pria, warna, kulit, gelap-sedang, baik, kekuatan"
🦸🏿‍♂️,🦸🏿‍♂️,"pahlawan, super, pria, warna, kulit, gelap, baik, kekuatan"
🦸🏻‍♀️,🦸🏻‍♀️,"pahlawan, super, wanita, warna, kulit, cerah, baik, kekuatan"
🦸🏼‍♀️,🦸🏼‍♀️,"pahlawan, super, wanita, warna, kulit, cerah-sedang, baik, kekuatan"
🦸🏽‍♀️,🦸🏽‍♀️,"pahlawan, super, wanita, warna, kulit, sedang, baik, kekuatan"
🦸🏾‍♀️,🦸🏾‍♀️,"pahlawan, super, wanita, warna, kulit, gelap-sedang, baik, kekuatan"
🦸🏿‍♀️,🦸🏿‍♀️,"pahlawan, super, wanita, warna, kulit, gelap, baik, kekuatan"
🦹🏻,🦹🏻,"penjahat, super, warna, kulit, cerah, jahat, kekuatan, kriminal"
🦹🏼,🦹🏼,"penjahat, super, warna, kulit, cerah-sedang, jahat, kekuatan, kriminal"
🦹🏽,🦹🏽,"penjahat, super, warna, kulit, sedang, jahat, kekuatan, kriminal"
🦹🏾,🦹🏾,"penjahat, super, warna, kulit, gelap-sedang, jahat, kekuatan, kriminal"
🦹🏿,🦹🏿,"penjahat, super, warna, kulit, gelap, jahat, kekuatan, kriminal"
🦹🏻‍♂️,🦹🏻‍♂️,"penjahat, super, pria, warna, kulit, cerah, jahat, kekuatan, kriminal"
🦹🏼‍♂️,🦹🏼‍♂️,"penjahat, super, pria, warna, kulit, cerah-sedang, jahat, kekuatan, kriminal"
🦹🏽‍♂️,🦹🏽‍♂️,"penjahat, super, pria, warna, kulit, sedang, jahat, kekuatan, kriminal"
🦹🏾‍♂️,🦹🏾‍♂️,"penjahat, super, pria, warna, kulit, gelap-sedang, jahat, kekuatan, kriminal"
🦹🏿‍♂️,🦹🏿‍♂️,"penjahat, super, pria, warna, kulit, gelap, jahat, kekuatan, kriminal"
🦹🏻‍♀️,🦹🏻‍♀️,"penjahat, super, wanita, warna, kulit, cerah, jahat, kekuatan, kriminal"
🦹🏼‍♀️,🦹🏼‍♀️,"penjahat, super, wanita, warna, kulit, cerah-sedang, jahat, kekuatan, kriminal"
🦹🏽‍♀️,🦹🏽‍♀️,"penjahat, super, wanita, warna, kulit, sedang, jahat, kekuatan, kriminal"
🦹🏾‍♀️,🦹🏾‍♀️,"penjahat, super, wanita, warna, kulit, gelap-sedang, jahat, kekuatan, kriminal"
🦹🏿‍♀️,🦹🏿‍♀️,"penjahat, super, wanita, warna, kulit, gelap, jahat, kekuatan, kriminal"
🧙🏻,🧙🏻,"magi, warna, kulit, cerah, penyihir, tukang, sihir"
🧙🏼,🧙🏼,"magi, warna, kulit, cerah-sedang, penyihir, tukang, sihir"
🧙🏽,🧙🏽,"magi, warna, kulit, sedang, penyihir, tukang, sihir"
🧙🏾,🧙🏾,"magi, warna, kulit, gelap-sedang, penyihir, tukang, sihir"
🧙🏿,🧙🏿,"magi, warna, kulit, gelap, penyihir, tukang, sihir"
🧙🏻‍♂️,🧙🏻‍♂️,"magi, pria, warna, kulit, cerah, penyihir, tukang, sihir"
🧙🏼‍♂️,🧙🏼‍♂️,"magi, pria, warna, kulit, cerah-sedang, penyihir, tukang, sihir"
🧙🏽‍♂️,🧙🏽‍♂️,"magi, pria, warna, kulit, sedang, penyihir, tukang, sihir"
🧙🏾‍♂️,🧙🏾‍♂️,"magi, pria, warna, kulit, gelap-sedang, penyihir, tukang, sihir"
🧙🏿‍♂️,🧙🏿‍♂️,"magi, pria, warna, kulit, gelap, penyihir, tukang, sihir"
🧙🏻‍♀️,🧙🏻‍♀️,"magi, wanita, warna, kulit, cerah, penyihir, tukang, sihir"
🧙🏼‍♀️,🧙🏼‍♀️,"magi, wanita, warna, kulit, cerah-sedang, penyihir, tukang, sihir"
🧙🏽‍♀️,🧙🏽‍♀️,"magi, wanita, warna, kulit, sedang, penyihir, tukang, sihir"
🧙🏾‍♀️,🧙🏾‍♀️,"magi, wanita, warna, kulit, gelap-sedang, penyihir, tukang, sihir"
🧙🏿‍♀️,🧙🏿‍♀️,"magi, wanita, warna, kulit, gelap, penyihir, tukang, sihir"
🧚🏻,🧚🏻,"peri, warna, kulit, cerah, oberon, puck, titania"
🧚🏼,🧚🏼,"peri, warna, kulit, cerah-sedang, oberon, puck, titania"
🧚🏽,🧚🏽,"peri, warna, kulit, sedang, oberon, puck, titania"
🧚🏾,🧚🏾,"peri, warna, kulit, gelap-sedang, oberon, puck, titania"
🧚🏿,🧚🏿,"peri, warna, kulit, gelap, oberon, puck, titania"
🧚🏻‍♂️,🧚🏻‍♂️,"peri, pria, warna, kulit, cerah, oberon, puck"
🧚🏼‍♂️,🧚🏼‍♂️,"peri, pria, warna, kulit, cerah-sedang, oberon, puck"
🧚🏽‍♂️,🧚🏽‍♂️,"peri, pria, warna, kulit, sedang, oberon, puck"
🧚🏾‍♂️,🧚🏾‍♂️,"peri, pria, warna, kulit, gelap-sedang, oberon, puck"
🧚🏿‍♂️,🧚🏿‍♂️,"peri, pria, warna, kulit, gelap, oberon, puck"
🧚🏻‍♀️,🧚🏻‍♀️,"peri, wanita, warna, kulit, cerah, titania"
🧚🏼‍♀️,🧚🏼‍♀️,"peri, wanita, warna, kulit, cerah-sedang, titania"
🧚🏽‍♀️,🧚🏽‍♀️,"peri, wanita, warna, kulit, sedang, titania"
🧚🏾‍♀️,🧚🏾‍♀️,"peri, wanita, warna, kulit, gelap-sedang, titania"
🧚🏿‍♀️,🧚🏿‍♀️,"peri, wanita, warna, kulit, gelap, titania"
🧛🏻,🧛🏻,"vampir, warna, kulit, cerah, drakula, mayat, hidup"
